serid,type,time
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,PostProcess-FpAreaCheck,0.00143
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,PostProcess-FpAreaCheck,0.00171
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,PostProcess-NoduleSegmentation,20.88480
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,PostProcess-DensityClassification,2.44407
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,PostProcess-MaliClassification,6.47822
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-FissurePreproc,0.68843
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Preprocess-Cpp,36.13816
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-FissureSegmentation-SlidingWindow,10.17102
1.2.392.200036.9116.2.6.1.48.1214250055.1550831570.370634,LungLeaf-PostProcessingAndDetection,26.59877
1.2.392.200036.9116.2.6.1.48.1214250055.1550831570.370634,LungSeg-StageOneLungSegPrediction,0.16269
1.2.392.200036.9116.2.6.1.48.1214250055.1550831570.370634,LungSeg-LungSegPrediction,0.09458
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Preprocess-Cpp,33.44077
1.2.392.200036.9116.2.6.1.48.1214250055.1550837332.485632,LungLeaf-PostProcessingAndDetection,22.91145
1.2.392.200036.9116.2.6.1.48.1214250055.1550839081.958200,LungLeaf-PostProcessingAndDetection,26.10237
1.2.392.200036.9116.2.6.1.48.1214250055.1550837332.485632,LungSeg-StageOneLungSegPrediction,0.11545
1.2.392.200036.9116.2.6.1.48.1214250055.1550837332.485632,LungSeg-LungSegPrediction,0.05306
1.2.392.200036.9116.2.6.1.48.1214250055.1550839081.958200,LungSeg-StageOneLungSegPrediction,0.14567
1.2.392.200036.9116.2.6.1.48.1214250055.1550839081.958200,LungSeg-LungSegPrediction,0.08493
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-FissureSegmentation-PatchPrediction,10.07072
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-FissureSegmentation-MergeResult,0.15615
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-FissureSegmentation,0.68843
1.2.392.200036.9116.2.6.1.48.1214250055.1550825763.668899,LungLeaf-PostProcessingAndDetection,32.23387
1.2.392.200036.9116.2.6.1.48.1214250055.1550825763.668899,LungSeg-StageOneLungSegPrediction,0.07182
1.2.392.200036.9116.2.6.1.48.1214250055.1550825763.668899,LungSeg-LungSegPrediction,0.01262
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Preprocess-Python,23.49705
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-PrepareLoader,0.00020
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-GeneratePatches,5.03860
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-SplitPatches,0.00029
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Preprocess-Python,22.98559
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-PrepareLoader,0.00026
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-GeneratePatches,4.42511
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-SplitPatches,0.00028
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,Detection-Dbscan,48.43732
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,Detection-Relocate,0.01657
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungLeaf-PostProcessingAndDetection,24.04295
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungSeg-StageOneLungSegPrediction,0.17316
1.2.392.200036.9116.2.6.1.48.1214250055.1550827603.834279,LungSeg-LungSegPrediction,0.08822
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Preprocess-Cpp,34.77053
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,Preprocess-Cpp,15.41159
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,Preprocess-Python,0.00019
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-AirwayModel,0.69910
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00110
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00159
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00108
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Preprocess-Python,25.81719
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-PrepareLoader,0.00036
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00096
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00108
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-GeneratePatches,4.89967
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-SplitPatches,0.00059
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00164
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00132
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00181
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00224
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00113
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00208
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00320
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,1.00297
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00204
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-AirwayModel,0.48918
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00057
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00117
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00189
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00209
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00154
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00163
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00162
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Preprocess-Cpp,95.13082
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00274
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00165
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00156
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00210
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00146
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00103
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00172
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00304
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,1.00287
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,1.00273
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00105
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00148
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00415
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00074
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00277
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00095
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00105
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00105
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00096
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Preprocess-Python,25.71361
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-PrepareLoader,0.00030
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00104
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00173
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00160
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-GeneratePatches,6.41515
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00178
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00183
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-SplitPatches,0.00062
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-2ModelPredict,117.24946
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00113
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00137
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-2ModelGetPbb,1.87771
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-Concat,0.00060
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-Dbscan,1.05925
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,Detection-Relocate,0.00234
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00182
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00166
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Preprocess-Cpp,139.31174
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00082
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-AirwayModel,0.97925
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00090
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-2ModelPredict,132.41670
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00183
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-2ModelGetPbb,2.21449
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-Concat,0.00064
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00280
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,1.00244
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00151
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00122
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-Dbscan,3.27078
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,Detection-Relocate,0.00248
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00169
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00120
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00229
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00151
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00181
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-AirwayModel,0.45810
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-FpAreaCheck,0.00072
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Preprocess-Cpp,102.89265
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00114
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00173
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00477
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00131
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-FpAreaCheck,0.00119
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-FpAreaCheck,0.00156
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00177
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00138
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-FpAreaCheck,0.00179
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-NoduleSegmentation,10.11288
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-DensityClassification,2.22588
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,PostProcess-MaliClassification,3.75823
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-FissurePreproc,0.54131
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00152
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00169
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-FpAreaCheck,0.00156
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00169
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00139
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00196
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-FpAreaCheck,0.00165
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00149
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00178
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-NoduleSegmentation,8.03258
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-DensityClassification,2.18836
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,PostProcess-MaliClassification,2.99129
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-FissurePreproc,0.62054
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00149
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00207
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-FissureSegmentation-SlidingWindow,9.74851
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00139
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-FpAreaCheck,0.00226
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-NoduleSegmentation,52.20243
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-DensityClassification,4.70516
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,PostProcess-MaliClassification,23.09514
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-FissurePreproc,0.36241
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,1.00392
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Preprocess-Python,35.92133
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-PrepareLoader,0.00040
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-FissureSegmentation-SlidingWindow,10.38978
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Preprocess-Python,24.44470
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-PrepareLoader,0.00030
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00171
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-FissureSegmentation-SlidingWindow,8.61963
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00154
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00107
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-GeneratePatches,11.67748
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-SplitPatches,0.00039
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-GeneratePatches,11.35549
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00204
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-SplitPatches,0.00071
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00170
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00103
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00140
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,1.00329
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00285
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00162
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-FissureSegmentation-PatchPrediction,43.78530
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-FpAreaCheck,0.00191
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-FissureSegmentation-MergeResult,0.19663
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-FissureSegmentation,0.54131
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-2ModelPredict,156.79337
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-2ModelGetPbb,2.18063
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-Concat,0.00068
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-NoduleSegmentation,99.96632
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-DensityClassification,24.65612
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,PostProcess-MaliClassification,41.30672
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-Dbscan,0.34000
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,Detection-Relocate,0.00223
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-FissurePreproc,0.73716
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-AirwayModel,0.62762
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-FpAreaCheck,0.00074
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-FpAreaCheck,0.00111
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-FpAreaCheck,0.00131
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-FissureSegmentation-SlidingWindow,12.06590
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-FissureSegmentation-PatchPrediction,49.60614
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-NoduleSegmentation,6.17257
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-DensityClassification,1.88784
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,PostProcess-MaliClassification,1.88117
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-FissureSegmentation-PatchPrediction,49.12516
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-FissurePreproc,0.69760
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-FissureSegmentation-MergeResult,0.25737
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-FissureSegmentation,0.62054
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-FissureSegmentation-MergeResult,0.24881
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-FissureSegmentation,0.36241
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungLeaf-PostProcessingAndDetection,31.18677
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungSeg-StageOneLungSegPrediction,0.11681
1.2.392.200036.9116.2.6.1.48.1214250055.1550843169.953007,LungSeg-LungSegPrediction,0.04011
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-FissureSegmentation-SlidingWindow,17.65171
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungLeaf-PostProcessingAndDetection,19.16331
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungSeg-StageOneLungSegPrediction,0.44654
1.3.12.2.1107.5.1.4.73757.3000001710180025395830066588831,LungSeg-LungSegPrediction,0.23207
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungLeaf-PostProcessingAndDetection,25.15227
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungSeg-StageOneLungSegPrediction,0.10229
1.2.392.200036.9116.2.6.1.48.1214250055.1550842430.928014,LungSeg-LungSegPrediction,0.03299
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-FissureSegmentation-PatchPrediction,38.68544
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-FissureSegmentation-MergeResult,0.42611
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-FissureSegmentation,0.73716
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-FissureSegmentation-PatchPrediction,35.09906
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-FissureSegmentation-MergeResult,0.18147
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-FissureSegmentation,0.69760
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungLeaf-PostProcessingAndDetection,29.02960
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungSeg-StageOneLungSegPrediction,0.44720
1.2.392.200036.9116.2.6.1.48.1214250055.1550842097.431307,LungSeg-LungSegPrediction,0.32796
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungLeaf-PostProcessingAndDetection,25.43080
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungSeg-StageOneLungSegPrediction,0.08666
1.2.392.200036.9116.2.6.1.48.1214250055.1550843747.87199,LungSeg-LungSegPrediction,0.01986
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-2ModelPredict,184.71290
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-2ModelGetPbb,2.35675
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-Concat,0.00042
1.3.46.670589.33.1.63644169184522239800002.5339121781412202348,Preprocess-Cpp,69.39677
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,Preprocess-Cpp,98.45249
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-Dbscan,21.98559
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,Detection-Relocate,0.00958
1.3.46.670589.33.1.63644169184522239800002.5339121781412202348,Preprocess-Python,23.53049
1.3.46.670589.33.1.63644169184522239800002.5339121781412202348,Detection-PrepareLoader,0.00023
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,Preprocess-Cpp,70.55294
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-2ModelPredict,176.70233
1.3.46.670589.33.1.63644169184522239800002.5339121781412202348,Detection-GeneratePatches,3.78479
1.3.46.670589.33.1.63644169184522239800002.5339121781412202348,Detection-SplitPatches,0.00039
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-2ModelGetPbb,2.25947
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-Concat,0.00068
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-2ModelPredict,176.24085
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-2ModelGetPbb,2.21978
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,Detection-Concat,0.00074
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-AirwayModel,0.53441
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-Dbscan,4.67595
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,Detection-Relocate,0.00391
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,0.00095
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,0.00097
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,Preprocess-Python,24.87403
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,Detection-PrepareLoader,0.00022
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,0.00122
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,PostProcess-AirwayModel,1.02232
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,PostProcess-FpAreaCheck,0.00071
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,0.00339
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,Detection-GeneratePatches,5.45012
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,Detection-SplitPatches,0.00063
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,PostProcess-FpAreaCheck,0.00175
1.3.12.2.1107.5.1.4.73757.30000017101800253958300665888,PostProcess-FpAreaCheck,1.00345
1.3.12.2.1107.5.1.4.73757.30000017040600163602100041587,PostProcess-FpAreaCheck,0.00160
